RECEITAS,UF,VALOR,DATA
OUTRAS RECEITAS ADMINISTRADAS,MG,55504707.79,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,MS,7864966.6,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,MT,12562023.329999998,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,PA,12253375.36,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,PB,7486671.790000001,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,PE,26497239.679999996,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,PI,3350712.71,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,PR,64493701.400000006,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,RJ,418927948.68999994,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,RN,6631465.67,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,RO,3690357.52,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,RR,1444746.2000000002,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,RS,49808558.650000006,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,SC,47152375.45,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,SE,5884302.8100000005,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,SP,659295487.79,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,TO,2286922.2199999997,2015-11-30
OUTRAS RECEITAS ADMINISTRADAS,TOTAL,2148452630.6,2015-11-30
SUBTOTAL [A],AC,45404054.53,2015-11-30
SUBTOTAL [A],AL,158745163.13,2015-11-30
SUBTOTAL [A],AM,845430870.78,2015-11-30
SUBTOTAL [A],AP,54379588.24,2015-11-30
SUBTOTAL [A],BA,1234608543.96,2015-11-30
SUBTOTAL [A],CE,829134799.0,2015-11-30
SUBTOTAL [A],DF,8245650841.78,2015-11-30
SUBTOTAL [A],ES,1051267219.8000001,2015-11-30
SUBTOTAL [A],GO,740210509.11,2015-11-30
SUBTOTAL [A],MA,284396797.07,2015-11-30
SUBTOTAL [A],MG,3202442648.82,2015-11-30
SUBTOTAL [A],MS,313141427.35,2015-11-30
SUBTOTAL [A],MT,383597716.99,2015-11-30
SUBTOTAL [A],PA,460341735.04999995,2015-11-30
SUBTOTAL [A],PB,282549144.31,2015-11-30
SUBTOTAL [A],PE,1066155210.0699999,2015-11-30
SUBTOTAL [A],PI,150564168.43,2015-11-30
SUBTOTAL [A],PR,3147271594.2700005,2015-11-30
SUBTOTAL [A],RJ,10700656182.87,2015-11-30
SUBTOTAL [A],RN,255217169.19000003,2015-11-30
SUBTOTAL [A],RO,131549030.57,2015-11-30
SUBTOTAL [A],RR,52174606.76,2015-11-30
SUBTOTAL [A],RS,2849479802.19,2015-11-30
SUBTOTAL [A],SC,2510963784.07,2015-11-30
SUBTOTAL [A],SE,171345419.29000002,2015-11-30
SUBTOTAL [A],SP,25626017690.600002,2015-11-30
SUBTOTAL [A],TO,87438164.55,2015-11-30
SUBTOTAL [A],TOTAL,64880133882.780014,2015-11-30
RECEITA PREVIDENCIÁRIA [B],AC,51659115.37840635,2015-11-30
RECEITA PREVIDENCIÁRIA [B],AL,137452956.23914814,2015-11-30
RECEITA PREVIDENCIÁRIA [B],AM,202267192.85677737,2015-11-30
RECEITA PREVIDENCIÁRIA [B],AP,25813372.015748817,2015-11-30
RECEITA PREVIDENCIÁRIA [B],BA,740769277.0088141,2015-11-30
RECEITA PREVIDENCIÁRIA [B],CE,548063960.157915,2015-11-30
RECEITA PREVIDENCIÁRIA [B],DF,1639222137.616849,2015-11-30
RECEITA PREVIDENCIÁRIA [B],ES,432582264.6516135,2015-11-30
RECEITA PREVIDENCIÁRIA [B],GO,430920697.83100176,2015-11-30
RECEITA PREVIDENCIÁRIA [B],MA,187371666.74049392,2015-11-30
RECEITA PREVIDENCIÁRIA [B],MG,2103206567.9111745,2015-11-30
RECEITA PREVIDENCIÁRIA [B],MS,267132034.17896175,2015-11-30
RECEITA PREVIDENCIÁRIA [B],MT,301517536.32770187,2015-11-30
RECEITA PREVIDENCIÁRIA [B],PA,352979783.0410172,2015-11-30
RECEITA PREVIDENCIÁRIA [B],PB,191982532.7438634,2015-11-30
RECEITA PREVIDENCIÁRIA [B],PE,628842754.690181,2015-11-30
RECEITA PREVIDENCIÁRIA [B],PI,120336168.5697558,2015-11-30
RECEITA PREVIDENCIÁRIA [B],PR,1146898178.5803382,2015-11-30
RECEITA PREVIDENCIÁRIA [B],RJ,3613345417.958652,2015-11-30
RECEITA PREVIDENCIÁRIA [B],RN,170978938.21832594,2015-11-30
RECEITA PREVIDENCIÁRIA [B],RO,93739053.68658063,2015-11-30
RECEITA PREVIDENCIÁRIA [B],RR,33508572.436864763,2015-11-30
RECEITA PREVIDENCIÁRIA [B],RS,1872097859.802029,2015-11-30
RECEITA PREVIDENCIÁRIA [B],SC,1209920367.3062992,2015-11-30
RECEITA PREVIDENCIÁRIA [B],SE,128652959.82739042,2015-11-30
RECEITA PREVIDENCIÁRIA [B],SP,12237273128.5644,2015-11-30
RECEITA PREVIDENCIÁRIA [B],TO,58814161.179697126,2015-11-30
RECEITA PREVIDENCIÁRIA [B],TOTAL,28927348655.52,2015-11-30
   PRÓPRIA,AC,49313434.12335145,2015-11-30
   PRÓPRIA,AL,129519166.56106606,2015-11-30
   PRÓPRIA,AM,182226478.8329111,2015-11-30
   PRÓPRIA,AP,24133440.050808236,2015-11-30
   PRÓPRIA,BA,678736173.7997719,2015-11-30
   PRÓPRIA,CE,495270796.31930757,2015-11-30
   PRÓPRIA,DF,1517852703.5823672,2015-11-30
   PRÓPRIA,ES,396738509.11577773,2015-11-30
   PRÓPRIA,GO,396661318.35196817,2015-11-30
   PRÓPRIA,MA,173946880.2695219,2015-11-30
   PRÓPRIA,MG,1912257164.349293,2015-11-30
   PRÓPRIA,MS,247440311.39212716,2015-11-30
   PRÓPRIA,MT,275377185.1291979,2015-11-30
   PRÓPRIA,PA,326220795.2275216,2015-11-30
   PRÓPRIA,PB,180922081.93565792,2015-11-30
   PRÓPRIA,PE,568743028.5696987,2015-11-30
   PRÓPRIA,PI,113817641.88974018,2015-11-30
   PRÓPRIA,PR,1047123218.9837695,2015-11-30
   PRÓPRIA,RJ,3254232942.999777,2015-11-30
   PRÓPRIA,RN,158245381.06462494,2015-11-30
   PRÓPRIA,RO,86864774.83659728,2015-11-30
   PRÓPRIA,RR,32129285.780962437,2015-11-30
   PRÓPRIA,RS,1696057458.866354,2015-11-30
   PRÓPRIA,SC,1091269781.6238835,2015-11-30
   PRÓPRIA,SE,119894106.87748505,2015-11-30
   PRÓPRIA,SP,10879669139.59604,2015-11-30
   PRÓPRIA,TO,54627268.15041333,2015-11-30
   PRÓPRIA,TOTAL,26089290468.28,2015-11-30
   DEMAIS,AC,2345681.255054904,2015-11-30
   DEMAIS,AL,7933789.678082071,2015-11-30
   DEMAIS,AM,20040714.02386625,2015-11-30
   DEMAIS,AP,1679931.9649405815,2015-11-30
   DEMAIS,BA,62033103.20904216,2015-11-30
   DEMAIS,CE,52793163.83860743,2015-11-30
   DEMAIS,DF,121369434.03448187,2015-11-30
   DEMAIS,ES,35843755.53583576,2015-11-30
   DEMAIS,GO,34259379.47903356,2015-11-30
   DEMAIS,MA,13424786.470972024,2015-11-30
   DEMAIS,MG,190949403.56188163,2015-11-30
   DEMAIS,MS,19691722.786834598,2015-11-30
   DEMAIS,MT,26140351.198503975,2015-11-30
   DEMAIS,PA,26758987.813495573,2015-11-30
   DEMAIS,PB,11060450.808205498,2015-11-30
   DEMAIS,PE,60099726.12048237,2015-11-30
   DEMAIS,PI,6518526.680015608,2015-11-30
   DEMAIS,PR,99774959.59656864,2015-11-30
   DEMAIS,RJ,359112474.9588753,2015-11-30
   DEMAIS,RN,12733557.153700998,2015-11-30
   DEMAIS,RO,6874278.849983353,2015-11-30
   DEMAIS,RR,1379286.6559023252,2015-11-30
   DEMAIS,RS,176040400.9356749,2015-11-30
   DEMAIS,SC,118650585.68241565,2015-11-30
   DEMAIS,SE,8758852.949905366,2015-11-30
   DEMAIS,SP,1357603988.9683595,2015-11-30
   DEMAIS,TO,4186893.029283803,2015-11-30
   DEMAIS,TOTAL,2838058187.240006,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],AC,97063169.90840635,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],AL,296198119.36914814,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],AM,1047698063.6367774,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],AP,80192960.25574882,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],BA,1975377820.9688141,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],CE,1377198759.157915,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],DF,9884872979.396849,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],ES,1483849484.4516134,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],GO,1171131206.941002,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],MA,471768463.81049395,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],MG,5305649216.731174,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],MS,580273461.5289618,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],MT,685115253.3177018,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],PA,813321518.0910171,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],PB,474531677.0538634,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],PE,1694997964.760181,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],PI,270900336.9997558,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],PR,4294169772.850339,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],RJ,14314001600.828653,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],RN,426196107.40832597,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],RO,225288084.25658062,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],RR,85683179.19686475,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],RS,4721577661.992029,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],SC,3720884151.3762994,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],SE,299998379.11739045,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],SP,37863290819.1644,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],TO,146252325.7296971,2015-11-30
ADMINISTRADAS PELA RFB [C]=[A]+[B],TOTAL,93807482538.30002,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],AC,480983.0860841016,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],AL,3693460.630668705,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],AM,4348748.391851032,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],AP,421160.32974259043,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],BA,20818356.08350698,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],CE,9939629.916190403,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],DF,10774967.584296752,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],ES,8178228.104172578,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],GO,13339882.050093746,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],MA,4291162.139872401,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],MG,41300412.26116399,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],MS,5117919.298331617,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],MT,11383289.74373586,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],PA,9476067.959094515,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],PB,6145296.445628813,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],PE,40711402.64867097,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],PI,2259214.2476490387,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],PR,26066685.10997719,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],RJ,1256056231.5929444,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],RN,3480508.597246157,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],RO,1789449.8411663957,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],RR,635760.1934993883,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],RS,31359893.224769585,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],SC,16326663.554442778,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],SE,5287331.868389647,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],SP,118843611.6120449,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],TO,1148195.964765431,2015-11-30
ADMINISTRADAS POR OUTROS ÓRGÃOS [D],TOTAL,1653674512.48,2015-11-30
TOTAL GERAL   [E]=[C]+[D],AC,97544152.99449044,2015-11-30
TOTAL GERAL   [E]=[C]+[D],AL,299891579.99981683,2015-11-30
TOTAL GERAL   [E]=[C]+[D],AM,1052046812.0286285,2015-11-30
TOTAL GERAL   [E]=[C]+[D],AP,80614120.58549142,2015-11-30
TOTAL GERAL   [E]=[C]+[D],BA,1996196177.0523212,2015-11-30
TOTAL GERAL   [E]=[C]+[D],CE,1387138389.0741055,2015-11-30
TOTAL GERAL   [E]=[C]+[D],DF,9895647946.981146,2015-11-30
TOTAL GERAL   [E]=[C]+[D],ES,1492027712.555786,2015-11-30
TOTAL GERAL   [E]=[C]+[D],GO,1184471088.9910955,2015-11-30
TOTAL GERAL   [E]=[C]+[D],MA,476059625.9503663,2015-11-30
TOTAL GERAL   [E]=[C]+[D],MG,5346949628.992338,2015-11-30
TOTAL GERAL   [E]=[C]+[D],MS,585391380.8272934,2015-11-30
TOTAL GERAL   [E]=[C]+[D],MT,696498543.0614377,2015-11-30
TOTAL GERAL   [E]=[C]+[D],PA,822797586.0501117,2015-11-30
TOTAL GERAL   [E]=[C]+[D],PB,480676973.4994922,2015-11-30
TOTAL GERAL   [E]=[C]+[D],PE,1735709367.4088519,2015-11-30
TOTAL GERAL   [E]=[C]+[D],PI,273159551.2474048,2015-11-30
TOTAL GERAL   [E]=[C]+[D],PR,4320236457.960316,2015-11-30
TOTAL GERAL   [E]=[C]+[D],RJ,15570057832.421598,2015-11-30
TOTAL GERAL   [E]=[C]+[D],RN,429676616.00557214,2015-11-30
TOTAL GERAL   [E]=[C]+[D],RO,227077534.09774703,2015-11-30
TOTAL GERAL   [E]=[C]+[D],RR,86318939.39036414,2015-11-30
TOTAL GERAL   [E]=[C]+[D],RS,4752937555.216799,2015-11-30
TOTAL GERAL   [E]=[C]+[D],SC,3737210814.9307423,2015-11-30
TOTAL GERAL   [E]=[C]+[D],SE,305285710.9857801,2015-11-30
TOTAL GERAL   [E]=[C]+[D],SP,37982134430.77644,2015-11-30
TOTAL GERAL   [E]=[C]+[D],TO,147400521.69446254,2015-11-30
TOTAL GERAL   [E]=[C]+[D],TOTAL,95461157050.78001,2015-11-30
RECEITAS,UF,VALOR,DATA
IMPOSTO SOBRE IMPORTAÇÃO,AC,207.79,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,AL,33849287.92,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,AM,53601817.23,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,AP,25221.14,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,BA,56493335.51,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,CE,38050291.67,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,DF,2899099.23,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,ES,127676796.21,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,GO,24417926.68,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,MA,6126259.12,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,MG,58606612.16,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,MS,85031.94,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,MT,1855945.49,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,PA,5818380.25,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,PB,2340931.74,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,PE,77661305.64,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,PI,9893.2,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,PR,201313059.59,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,RJ,281271917.27,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,RN,2537281.49,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,RO,30299.12,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,RR,42335.7,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,RS,76511723.59,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,SC,338856863.77,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,SE,83706.53,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,SP,1283481905.7,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,TO,289.1,2015-12-31
IMPOSTO SOBRE IMPORTAÇÃO,TOTAL,2673647724.78,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,AC,-0.82,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,AL,1288.39,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,AM,-20.15,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,AP,0.0,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,BA,49483.23,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,CE,56837.24,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,DF,4787.87,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,ES,-41.91,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,GO,21378.0,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,MA,-9.91,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,MG,-990.41,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,MS,1325.16,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,MT,-4.52,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,PA,500614.13,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,PB,-511.45,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,PE,20130.46,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,PI,-2.5,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,PR,681514.65,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,RJ,2000.74,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,RN,-8.74,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,RO,-14.98,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,RR,-1.48,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,RS,834629.67,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,SC,451468.31,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,SE,-1.18,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,SP,901963.45,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,TO,919.92,2015-12-31
IMPOSTO SOBRE EXPORTAÇÃO,TOTAL,3526733.17,2015-12-31
IPI - TOTAL,AC,103381.21,2015-12-31
IPI - TOTAL,AL,3685398.06,2015-12-31
IPI - TOTAL,AM,13567131.14,2015-12-31
IPI - TOTAL,AP,156010.38,2015-12-31
IPI - TOTAL,BA,117135043.39,2015-12-31
IPI - TOTAL,CE,34358155.7,2015-12-31
IPI - TOTAL,DF,6504524.05,2015-12-31
IPI - TOTAL,ES,183279919.21,2015-12-31
IPI - TOTAL,GO,22109407.6,2015-12-31
IPI - TOTAL,MA,5432713.61,2015-12-31
IPI - TOTAL,MG,508889834.74,2015-12-31
IPI - TOTAL,MS,7518389.99,2015-12-31
IPI - TOTAL,MT,8052043.12,2015-12-31
IPI - TOTAL,PA,8146021.63,2015-12-31
IPI - TOTAL,PB,5466629.76,2015-12-31
IPI - TOTAL,PE,112011222.56,2015-12-31
IPI - TOTAL,PI,3440656.63,2015-12-31
IPI - TOTAL,PR,253511799.04,2015-12-31
IPI - TOTAL,RJ,288198794.55,2015-12-31
IPI - TOTAL,RN,3788935.63,2015-12-31
IPI - TOTAL,RO,2205727.34,2015-12-31
IPI - TOTAL,RR,131607.29,2015-12-31
IPI - TOTAL,RS,474416637.46,2015-12-31
IPI - TOTAL,SC,287169341.16,2015-12-31
IPI - TOTAL,SE,4455124.48,2015-12-31
IPI - TOTAL,SP,1758147627.87,2015-12-31
IPI - TOTAL,TO,636723.67,2015-12-31
IPI - TOTAL,TOTAL,4112518801.27,2015-12-31
  IPI - FUMO,AC,0.0,2015-12-31
  IPI - FUMO,AL,0.0,2015-12-31
  IPI - FUMO,AM,0.0,2015-12-31
  IPI - FUMO,AP,0.0,2015-12-31
  IPI - FUMO,BA,72974.66,2015-12-31
  IPI - FUMO,CE,0.0,2015-12-31
  IPI - FUMO,DF,404.85,2015-12-31
  IPI - FUMO,ES,0.0,2015-12-31
  IPI - FUMO,GO,26561.23,2015-12-31
  IPI - FUMO,MA,0.0,2015-12-31
  IPI - FUMO,MG,332611570.87,2015-12-31
  IPI - FUMO,MS,5700.0,2015-12-31
  IPI - FUMO,MT,0.0,2015-12-31
  IPI - FUMO,PA,0.0,2015-12-31
  IPI - FUMO,PB,0.0,2015-12-31
  IPI - FUMO,PE,0.0,2015-12-31
  IPI - FUMO,PI,0.0,2015-12-31
  IPI - FUMO,PR,2496.95,2015-12-31
  IPI - FUMO,RJ,5790.33,2015-12-31
  IPI - FUMO,RN,12792.81,2015-12-31
  IPI - FUMO,RO,0.0,2015-12-31
  IPI - FUMO,RR,0.0,2015-12-31
  IPI - FUMO,RS,205413073.38,2015-12-31
  IPI - FUMO,SC,1297.5,2015-12-31
  IPI - FUMO,SE,184424.05,2015-12-31
  IPI - FUMO,SP,929.62,2015-12-31
  IPI - FUMO,TO,0.0,2015-12-31
  IPI - FUMO,TOTAL,538338016.2499999,2015-12-31
  IPI - BEBIDAS,AC,47959.34,2015-12-31
  IPI - BEBIDAS,AL,533525.5,2015-12-31
  IPI - BEBIDAS,AM,3449481.86,2015-12-31
  IPI - BEBIDAS,AP,0.0,2015-12-31
  IPI - BEBIDAS,BA,12817484.92,2015-12-31
  IPI - BEBIDAS,CE,9232846.44,2015-12-31
  IPI - BEBIDAS,DF,1601023.71,2015-12-31
  IPI - BEBIDAS,ES,1718513.1,2015-12-31
  IPI - BEBIDAS,GO,3896300.06,2015-12-31
  IPI - BEBIDAS,MA,4360725.82,2015-12-31
  IPI - BEBIDAS,MG,15129314.05,2015-12-31
  IPI - BEBIDAS,MS,220709.2,2015-12-31
  IPI - BEBIDAS,MT,4151967.98,2015-12-31
  IPI - BEBIDAS,PA,1853495.77,2015-12-31
  IPI - BEBIDAS,PB,1192229.2,2015-12-31
  IPI - BEBIDAS,PE,37882795.72,2015-12-31
  IPI - BEBIDAS,PI,60566.32,2015-12-31
  IPI - BEBIDAS,PR,2720020.15,2015-12-31
  IPI - BEBIDAS,RJ,20707804.69,2015-12-31
  IPI - BEBIDAS,RN,566880.64,2015-12-31
  IPI - BEBIDAS,RO,19262.07,2015-12-31
  IPI - BEBIDAS,RR,77657.83,2015-12-31
  IPI - BEBIDAS,RS,14541213.47,2015-12-31
  IPI - BEBIDAS,SC,8857574.99,2015-12-31
  IPI - BEBIDAS,SE,400631.09,2015-12-31
  IPI - BEBIDAS,SP,105201935.94,2015-12-31
  IPI - BEBIDAS,TO,0.0,2015-12-31
  IPI - BEBIDAS,TOTAL,251241919.86,2015-12-31
  IPI - AUTOMÓVEIS,AC,4258.96,2015-12-31
  IPI - AUTOMÓVEIS,AL,0.0,2015-12-31
  IPI - AUTOMÓVEIS,AM,12568.26,2015-12-31
  IPI - AUTOMÓVEIS,AP,0.0,2015-12-31
  IPI - AUTOMÓVEIS,BA,25239.36,2015-12-31
  IPI - AUTOMÓVEIS,CE,0.0,2015-12-31
  IPI - AUTOMÓVEIS,DF,0.0,2015-12-31
  IPI - AUTOMÓVEIS,ES,38670627.38,2015-12-31
  IPI - AUTOMÓVEIS,GO,658310.87,2015-12-31
  IPI - AUTOMÓVEIS,MA,3931.53,2015-12-31
  IPI - AUTOMÓVEIS,MG,2799.35,2015-12-31
  IPI - AUTOMÓVEIS,MS,4151.39,2015-12-31
  IPI - AUTOMÓVEIS,MT,2135.78,2015-12-31
  IPI - AUTOMÓVEIS,PA,173.73,2015-12-31
  IPI - AUTOMÓVEIS,PB,0.0,2015-12-31
  IPI - AUTOMÓVEIS,PE,0.0,2015-12-31
  IPI - AUTOMÓVEIS,PI,0.0,2015-12-31
  IPI - AUTOMÓVEIS,PR,29199114.03,2015-12-31
  IPI - AUTOMÓVEIS,RJ,38323049.4,2015-12-31
  IPI - AUTOMÓVEIS,RN,0.0,2015-12-31
  IPI - AUTOMÓVEIS,RO,15838.05,2015-12-31
  IPI - AUTOMÓVEIS,RR,1117.55,2015-12-31
  IPI - AUTOMÓVEIS,RS,60761121.25,2015-12-31
  IPI - AUTOMÓVEIS,SC,9492436.72,2015-12-31
  IPI - AUTOMÓVEIS,SE,5376.18,2015-12-31
  IPI - AUTOMÓVEIS,SP,141356898.14,2015-12-31
  IPI - AUTOMÓVEIS,TO,0.0,2015-12-31
  IPI - AUTOMÓVEIS,TOTAL,318539147.92999995,2015-12-31
  IPI - VINCULADO À IMPORTACAO,AC,0.0,2015-12-31
  IPI - VINCULADO À IMPORTACAO,AL,1670839.72,2015-12-31
  IPI - VINCULADO À IMPORTACAO,AM,4719293.68,2015-12-31
  IPI - VINCULADO À IMPORTACAO,AP,2968.07,2015-12-31
  IPI - VINCULADO À IMPORTACAO,BA,36143853.91,2015-12-31
  IPI - VINCULADO À IMPORTACAO,CE,12121031.39,2015-12-31
  IPI - VINCULADO À IMPORTACAO,DF,1487734.84,2015-12-31
  IPI - VINCULADO À IMPORTACAO,ES,107341483.94,2015-12-31
  IPI - VINCULADO À IMPORTACAO,GO,3500265.23,2015-12-31
  IPI - VINCULADO À IMPORTACAO,MA,399350.86,2015-12-31
  IPI - VINCULADO À IMPORTACAO,MG,39981318.49,2015-12-31
  IPI - VINCULADO À IMPORTACAO,MS,24476.42,2015-12-31
  IPI - VINCULADO À IMPORTACAO,MT,855221.43,2015-12-31
  IPI - VINCULADO À IMPORTACAO,PA,3152717.8,2015-12-31
  IPI - VINCULADO À IMPORTACAO,PB,1762830.85,2015-12-31
  IPI - VINCULADO À IMPORTACAO,PE,30458999.08,2015-12-31
  IPI - VINCULADO À IMPORTACAO,PI,210.02,2015-12-31
  IPI - VINCULADO À IMPORTACAO,PR,106196074.03,2015-12-31
  IPI - VINCULADO À IMPORTACAO,RJ,112891344.83,2015-12-31
  IPI - VINCULADO À IMPORTACAO,RN,286579.07,2015-12-31
  IPI - VINCULADO À IMPORTACAO,RO,0.0,2015-12-31
